600,"На какого популярного в начале 70-х певца сочинили эпиграмму ""Прекрасно быть певцом и со своим лицом!""?",Кола Бельды
601,"Как звали одного из самых колоритных персонажей оперетты Кальмана ""Принцесса цирка""?",Пеликан
602,В каком стиле работал архитектор Растрелли?,Барокко
603,Какой штат наименьший по площади в США?,Род-Айленд
604,Когда празднуют Всемирный день здоровья?,В апреле
605,"Кто сказал ""Государство - это я!""?",Людовик XIV
606,В каком заповеднике в 1991 году произошло тайное подписание акта о расформировании СССР?,Беловежская пуща
607,"На основе какого напитка готовится коктейль ""Маргарита""?",Текила
608,"Как звучит полное имя главной героини повести Тургенева ""Ася""?",Анна
609,"Как звучит буквальный перевод с французского юридического термина ""форс-мажор""?",Непреодолимая сила
610,Как называется место для одного локомотива в железнодорожном депо?,Стойло
611,"Как полиграфисты называют привычную нам форму книги, пришедшую на смену древним свиткам?",Кодекс
612,Как называется свод условных знаков и пояснений к карте?,Легенда
613,В какой столице состоялся первый конкурс российских красавиц?,Париж
614,Сколько стихотворных строк в любом сонете?,14
615,"Какая программа Российского телевидения занесена в книгу ""Рекордов Гиннеса""?",Клуб путешественников
616,Как называется партизанская война в Испании и Латинской Америке?,Герилья
617,Какой актрисе Нико Пиросмани подарил миллион алых роз?,Марго Де Севр
618,В какой праздник немец Матиас Руст посадил свой самолет возле Красной площади?,День пограничника
619,Какое из этих слов означает также и род деревьев?,Каркас
620,Какой химический элемент обозначается Pb?,Свинец
621,Какой из этих российских придворных чинов был ниже остальных?,Камергер
622,Кто из неуловимых мстителей выкрал стратегическую карту из кабинета полковника Кудасова?,Валерка
623,Где родилось выражение «момент истины»?,На корриде
624,Какая страна первая потопило судно с помощью торпеды?,Россия
625,"Как ботаник классифицирует растение, известное в России как Иван-да-Марья?",Фиалка трехцветная
626,Амплуа династии цирковых артистов Кантемировых?,Наездники-джигиты
627,Что является главным компонентом болотного газа?,Метан
628,Кто из этих писателей первым получил Нобелевскую премию?,И.Бунин  (1933 г.)
629,"Кто автор бессмертной ""Похвалы Глупости""?",Эразм Роттердамский
630,"Как раньше называлось парусное судно ""Крузенштерн"", которое ходит под российским флагом?","""Падуя"""
631,"Что в старину означало слово ""браный""?",Вытканный с узорами
632,Какое оружие помогло зажечь олимпийский огонь на играх в Барселоне?,лук
633,Какой породы была тургеневская Муму?,Спаниель
634,Кто автор высказывания «Любите книгу — источник знаний»?,Горький
635,Где правит королевский дом Бернадотов?,Швеция
636,У какого животного коренные зубы могут смениться в течение жизни 6 раз?,Слон
637,Чему равна 1 английская кварта?,1.136 л
638,Какая техника письма использовалась при написании Моны Лизы Да Винчи?,Сфумато
639,Какая из богинь судьбы в греческой мифологии перерезает нить жизни?,Атропа
640,На логотипе какой из этих операционных систем изображен пингвин?,Linux
641,При какой температуре по Цельсию закипает вода на вершине Эвереста?,68 градусов
642,"Как назывался первый атлас всех звезд, видимых невооруженным глазом, который был издан в 1603 году Иоганном Байером?","""Уранометрия"""
643,В каком австрийском городе родился Арнольд Шварценеггер?,Грац
644,В каком городе находится ГРАНД ОПЕРА?,Париж
645,Чья шерсть идёт на изготовление мутоновой шубы?,Овцы
646,"Как называется крупнейший в мире алмаз, весивший 621,2 грамма?",Куллинан
647,"Какая из этих академий имеет статус ""При правительстве РФ""?",Народного хозяйства
648,Кем приходился Иоанн Безземельный Ричарду Львиное сердце?,Братом
649,"Из какой басни И.А.Крылова пошло выражение:""Рыльце в пуху""?",Лисица и сурок
650,На борту какого корабля Наполеон сдался англичанам?,Беллерофон
651,Сколько дней у православных продолжается Рождественский пост?,40
652,"Что означает слово ""цицеро""?",Типографский шрифт
653,Что такое РЕПЕТИР?,Механизм часов.
654,"Какая пометка, сделанная возле абзаца, обозначает, что на него надо обратить особое внимание?",NB
655,"Какой из президентов США, подписал приказ об атомной бомбардировке городов?",Трумэн
656,Какое из этих озер является источником реки Миссисипи?,Итаска
657,"На территории какой современной страны был убит (как говорят, мореплаватель Джеймс Кук?",США
658,Какова вместимость одного из самых известных в мире зала Madison Square Garden в Нью-Йорке при проведении матчей NBA?,19800
659,Какая российская теннисистка первой одержала победу на турнире Большого Шлема?,Анастасия Мыскина
660,Что коллекционирует фалерист?,Значки
661,От каких греческих слов образовано слово «гастроном»?,«желудок» и «закон»
662,"В какой из этих стран сейчас ""правит"" королева, а не король?",Дания
663,"Как называются все падежи, кроме именительного?",Косвенные
664,Чему равна одна международная морская миля?,1852 м
665,Какая русская мера вместимости для сыпучих тел больше?,Четверть
666,Чему равна британская торговая мера веса в один гран?,0.0648 г
667,"Откуда, согласно греческой мифологии, появился на свет Пегас?",Из крови горгоны Медузы
668,Тринадцатый чемпион мира по шахматам?,Каспаров
669,"При какой ""кратии"" власть формально и фактически принадлежит богатой верхушке общества?",Плутократия
670,"Кто стал владельцем ""Золотой бутсы"" в 2006 году?",Лука Тони
671,"Как называется московская площадь, на которой стоит памятник Юрию Долгорукому?",Тверская площадь
672,Где расположен единственный в мире высокогорный каток под открытым небом «Медео»?,в Казахстане
673,В каком веке христианство раскололось на православие и католицизм?,В 11 веке
674,Какой из королей в стандартной карточной колоде не имеет усов?,Корль червей
675,Назовите столицу Центральноафриканской республики,Банги
676,"Каким учреждением числился подпольный ""веселый дом"" в ""Зойкиной квартире"" Булгакова?",Ателье
677,Какую из этих этнографических групп нельзя назвать грузинами?,Аварцы
678,На территории какой страны были найдены останки ископаемого человека - синантропа?,Китай
679,Какие музыкальные инструменты солируют в «Танце маленьких лебедей» из балета «Лебединое озеро»?,Гобои
680,Из какой страны эмигрировали большинство героев Ремарка?,Германия
681,"В каком месяце ""свеча горела на столе"" в стихотворении Бориса Пастернака?",Февраль
682,Какой российский балетмейстер с 1985 по 1989 год руководил труппой Парижской оперы?,Рудольф Нуриев
683,В каком регионе России находится старинный город Сарапул?,Удмуртия
684,Какой город является столицей штата Аляска?,Джуно
685,"Как звали роковую красавицу в романе Б. Акунина ""Азазель""?",Амалия
686,Что дало название единице массы карату?,Семена
687,"Как в России называлась персидская серебряная монета в 4 абаза, ходившая на Кавказе во времена Лермонтова?",Восьмигривенный
688,"Кто из участников группы ""АББА"" был блондинкой?",Агнета
689,Что такое фьючерс?,Вид биржевого контракта
690,"В каком месяце 1945 года заканчивается действие повести ""Семнадцать мгновений весны""?",Март (24)
691,Горсть чего бросают перед выходом на ковёр борцы сумо?,Соли
692,Какой из этих металлов не относится к группе платиновых?,Цезий
693,Какой калибр у пистолета Макарова?,9 мм
694,Под каким номером выступали на футбольных полях великие Пеле и Марадона?,10
695,"Кто был мамой Снегурочки в поэтической ""весенней сказке"" А. Н. Островского?",Весна
696,В какую страну Карл XII сбежал после Полтавской битвы?,Турция
697,"Чем оказался ""мир"" в песни В.Бутусова?",Повестью
698,"Древние египтяне полагали, что у этой птицы нет мужского пола, а самки способны зачать от ветра?",Коршун
699,Как называется плотная шерстяная ткань с наклонными рубчиками?,Диагональ
700,Как называется один из самыx знаменитыx фильмов Альфреда Xичкока?,"""Псиxоз"""
701,"Из какой ""оперы"" слово ШЕСТОПЕР?",Старинное оружие
702,К какой династии принадлежала английская королева Елизавета I?,Тюдоры
703,Какой из крупных японских городов находится на острове Хоккайдо?,Саппоро
704,"Как заканчивается признание А. С. Пушкина: ""Я пишу для себя, а печатаю... ""?",Для денег
705,Что вещий Олег предлагал в награду вдохновленному кудеснику?,Коня
706,"Какая из башен стоит на Соборной площади, которую часто называют Поле чудес?",Пизанская
707,Какой хореографический ансамбль в 2011 году получил международную медаль «Пять континентов» ЮНЕСКО?,имени Моисеева
708,Кто из этих руководителей белого движения в 1-ю мировую войну командовал Кавказской армией?,Юденич
709,Как назывался доспех древнерусского воина - кольчужная рубашка без рукавов с металлическими пластинами?,Колонтарь
710,Как называется один из видов ласточки?,Касатка
711,Как иначе называют инжир?,Фига
712,Какого кодекса нет в российском законодательстве?,Военный кодекс
713,Какой из этих международных размеров одежды самый маленький?,S
714,В какой из стран есть курорты Солнечный День и Солнечный Берег?,В Болгарии
715,Как строители называют огнеупорную глину?,Шамот
716,Что на латинском языке означает слово «вирус»?,Яд
717,Сколько было песен Соломона?,1005
718,Сколько лет назад  Армения приняла христианство (округляем дату)?,1700
719,В древнерусской живописи один из атрибутов архангела - тонкий жезл в его руке. Как этот жезл назывался?,Мерило
720,На каком озере дует ветер баргузин?,Байкал
721,Как метил свои пули злодей из романа Майн Рида «Всадник без головы»?,К.К
722,Кольцо какого цвета на Олимпийском флаге символизирует Европу?,Голубое
723,Что женщины Древнего Рима пытались сделать ещё красивее с помощью белладонны?,Глаза
724,Кем приходится Екатерина II Петру III?,Жена
725,"На обёртке какой продукции в начале XX века печатали ноты ""Шоколадного вальса"" и ""Кекс-галопа""?",Кондитерской
726,В каком языке больше всего падежей?,Табасаранский
727,"Сыном какой страны был Эдмунд Хиллари, первым вместе с шерпом Н. Тенцингом покорившим Эверест?",Новая Зеландия
728,В честь какой горной системы Азии российский географ Петр Петрович Семенов получил вторую фамилию?,Тянь-Шань
729,"Какую краску нужно смешать с красной, чтобы получить коричневую?",зелёную
730,У какой птицы Осёл советовал Соловью поучиться пению в басне Крылова?,у петуха
731,Какая из этих рек по их географическому положению самая западная?,Кама
732,Какая карточная игра широко распространена в России?,"""Петух"""
733,Как называется облицованная изразцами комнатная печь?,Голландка
734,Какой океан Земли занимает наименьшую площадь?,Северный Ледовитый
735,"Какое из этих племен - германское, а не кельтское?",Англы
736,Какой древний народ построил город Чичен-Ица?,Майя
737,Какой из открытых еще Г. Галилеем спутников Юпитера является крупнейшим во всей Солнечной системе?,Ганимед
738,Съёмки какого фильма свели Бреда Питта с Анджелиной Джоли?,"""Мистер и миссис Смит"""
739,Какой христианский праздник отмечается на сороковой день после Рождества?,Сретение
740,"Как называется широкий и низкий мягкий диван с валиками и подушками, заменяющими спинку, с валиками по бокам?",Оттоманка
741,Что означает термин ГЕРОНТОКРАТИЯ?,Власть старейших
742,"С какой стороны от ресторана ""Плакучая ива"" находился туалет типа сортир? (к/ф ""Бриллиантовая рука"")",50 м на север
743,Назовите самое большое по площади государство в Африке?,Судан
744,"Кто автор слов песни ""Подмосковные вечера""?",М. Матусовский
745,В каком веке жил Русский первопечатник Иван Федоров?,16
746,Каким праздником на Руси заканчивается купальный сезон?,Ильин день
747,На каком острове находится вулкан Фудзияма?,Хонсю
748,"В какой стране находятся необычные скальные образования, называемые ""Дорога гигантов""?",Северная Ирландия
749,"По какой причине, как гласит легенда, японская писательница Сэй Сенагон рассталась с мужем-чиновником?",Писал плохие стихи
750,У каких народов жрецы назывались друидами?,Древние кельты
751,Кто из Иванов является Иваном Калитой?,Иван I
752,В каком году было крещение Киевской Руси?,988
753,"Кто произнес фразу ""Сколько людей, столько и мнений""?",Публий Теренций
754,"Как назывался корабль, спасший Измаила в произведении ""Моби Дик""?",Рахиль
755,Как орнитологи по-другому именуют чибиса?,Пигалица
756,"Что делают болгары, когда в новогоднюю ночь по традиции на 3 минуты гасят свет?",Целуются
757,Где находится хребет Удокан?,Якутия
758,"Что означает термин ""меритократия""?",Власть самых одаренных
759,Какое игровое амплуа у футболиста Игоря Акинфеева?,Вратарь
760,С чем недовольный качеством товара покупатель обращается к продавцу?,С рекламацией
761,"В каком фильме прозвучала фраза: «Возьму с собой „Идиота“, чтобы не скучать в троллейбусе»?",«Весна»
762,"Как называется приз, который получает победитель конкурса «Учитель года России»?",«Хрустальный пеликан»
763,Сколько галлонов содержится в одном барреле нефти?,42
764,"Как называется карточная игра, в которой одна из комбинаций называется ""сет""?",Покер
765,Боярином какого княжества был полулегендарный Евпатий Коловрат?,Рязанского
766,"В каком жанре Людвиг ван Бетховен написал ""Творения Прометея""",Балет
767,"Какое масло выдали Швейку в фирме Полак под видом елея, освященного епископом?",Конопляное
768,"Флаг какого государства взят за основу символа ""Международного Красного Креста""?",Швейцария
769,Какая из этих муз была покровительницей истории?,Клио
770,"Какую из этих рыб, также называют ""макрель""?",Скумбрия
771,Кто из этих российских военачальников был кавалером ордена Святого Георгия всех четырех степеней?,М. Б. Барклай-де-Толли
772,Как назывался универсальный океан окружающий суперконтинет Земли (Панагею) 225 миллионов лет назад?,Панталасса
773,"В каком городе происходит действие повести Марка Твена ""Принц и нищий""?",Лондон
774,Какой русский князь осадил столицу Византийской империи и наложил на империю контрибуцию?,Олег Вещий
775,На гербе какого государства изображена вымершая к настоящему времени птица дронт?,Маврикий
776,"Место, где река впадает в море, называется...",Устье
777,Какое название дали Сенатской площади в Санкт-Петербурге в 1782 году?,Петровская
778,Кто стал чемпионом мира в 1999 году в автогонках Формула-1?,Хаккинен
779,На каком языке были написаны мемуары Екатерины II?,На французском
780,"Где действовали суровые законы, получившие впоследствии название ""драконовские""?",Древние Афины
781,"Известно, что в кириллице многие буквы имели и цифровое значение. Чему равна буква К (како)?",20
782,Какие из перечисленных тканей тела человека обладают наибольшей электропроводностью?,Мышечные
783,В какой области получил нобелевскую премию У. Черчиль?,Литература
784,"Какой район Парижа Пуччини назвал в одной из опер ""богемной"", популяризировав понятие художественной богемы?",Латинский квартал
785,"Режиссер легендарного фильма ""Троя""?",Вольфганг Петерсен
786,Чем в комедии Грибоедова «Горе от ума» Молчалин объясняет необходимость «зависеть от других»?,Низким чином
787,Как звали доблестного рыцаря Айвенго?,Уилфред
788,Как называется кабинет Петра Первого в большом дворце в Петергофе?,Дубовый кабинет
789,"Автор текста песни ""Я московский озорной гуляка""?",Есенин
790,"Какой император в своей канцелярии учредил ""Третье отделение""?",Николай l
791,Какой город является столицей Удмуртской республики?,Ижевск
792,"Кто из этих асов авиации является единственным в мире летчиком, совершившим четыре воздушных тарана?",Ковзан
793,Благодаря чему попали в Книгу рекордов Гиннеса странствующий альбатрос и африканский марабу?,Размах крыльев
794,Под каким псевдонимом нам известна Мария Магдалена фон Лош?,Марлен Дитрих
795,Что хотел выменять Иван Иванович Перерепенко у Ивана Никифоровича Довгочхуна?,Ружьё
796,Что собирает девушка на картине Карла Брюллова «Итальянский полдень»?,Виноград
797,Кто придумал Бременских музыкантов?,Братья Гримм
798,"Название какого мясного блюда в переводе на русский означает просто ""Жареная говядина""?",Ростбиф
799,Где в основном живут копты?,Египет
800,Киренаика - это историческая область какой страны?,Ливия
801,Какое произведение есть у Ги де Мопассана?,Пышка
802,"В каком городе расположен музей ""Прадо""?",Мадрид
803,"Назовите автора романа ""Капитан Фракасс"".",Теофил Готье
804,Как называлась частная гимнастическая школа в Древней Греции для обучения детей 12-16 лет?,Палестра
805,Кто из чемпионов мира по шахматам первой половины 20 века навсегда остался непобежденным?,Алёхин
806,Что из этого не является инструментом чертежника?,Штангенциркуль
807,"Куда заезжает водитель, паркуя свой автомобиль?",В карман
808,"Что греки называли ""водяным вором"" - клепсидрой?",Водяные часы
809,Какая страна владеет островом Кюрасао?,Нидерланды
810,Где находится Танталова пещера?,Австрия
811,"К какой из знаменитых поп-групп успех пришел после победы в конкурсе Евровидение ее песни ""Ватерлоо""?",ABBA
812,Сколько раз Франклин Рузвельт избирался на пост президента США?,Четыре
813,Какое масло должно составлять основу церковного елея?,Оливковое
814,Какой небесный объект имеет размер в диаметре 864 000 миль?,Солнце
815,Какое из этих зданий Петербурга расположено не на набережной?,Большой Гостиный Двор
816,На каком языке в романе «Двенадцать стульев» не просил подаяния Киса Воробьянинов?,На английском
817,"Как называется короткий открытый жилет испанских тореадоров, а также шляпа, надевавшаяся к нему?",Болеро
818,"С названием какого города этимологически связано название ""джинсы""?",Генуя
819,"Как назывался четырехмачтовый барк ""Крузенштерн"" до его передачи СССР после второй мировой войны?",Падуя
820,"Кто из британских принцев, по существующему положению, наследует корону?",Чарльз
821,Как официально называется собор Василия Блаженного?,Покровский
822,Крест какого святого символизирует Ирландию на флаге Великобритании?,Патрика
823,Откуда пришло во многие языки мира слово &quot;табу&quot;?,Полинезия
824,"Что процитировал Роберт Оппенгеймер, когда сказал ""Я — Смерть, Разрушитель Миров""?",Бхагават-Гиту
825,Кто из этих российских императоров умер своей смертью?,Александр III
826,Как греки сами называют свою страну?,Эллада
827,Какого воинского звания не носил Юрий Гагарин?,капитан
828,Сколько детей у королевы Елизаветы II (английской)?,Четверо
829,Как называется балет Дмитрия Шостоковича на производственную тематику?,«Болт»
830,Сколько зубов у улитки?,около 25000
831,Какой английский монарх скончался в 1952 году?,Георг VI
832,Кто из перечисленных здесь римских императоров правил раньше остальных?,Тиберий
833,Кто в годы второй Мировой войны на собственном катере выслеживал немецкие подводные лодки?,Хемингуэй
834,Что внутри упаковки с надписью «ядрица»?,Гречка
835,Сколько джокеров в стандартной карточной колоде в 54 листа?,Два
836,"Кто, заботясь о будущем, скомандовал перед сражением: ""Ослов и ученых на середину!""?",Наполеон
837,Как в старину называли галерку?,Раёк
838,"Какой футболист в 2004 году получил ""Золотой мяч""?",Андрей Шевченко
839,"Кто попался на крючок герою повести ""Старик и море""?",Марлин
840,Какое млекопитающее из обитающих у нас в стране самую большую часть своей жизни проводит во сне?,Ёж
841,Какая из этих модных новинок появилась у советских граждан позже всего?,Рубашка поло
842,Какой казацкий военный чин имел Емельян Пугачев?,Хорунжий
843,"Какое молодёжное движение избрало своим девизом фразу «Занимайтесь любовью, а не войной»?",Хиппи
844,Сколько драхм содержится в одной унции в аптекарской системе исчисления?,8
845,Чему пел песню Максим Горький в «Песне о Соколе»?,Безумству храбрых
846,Как называлась самая высокая горная вершина на территории СССР?,Пик Коммунизма
847,Какое слово переводится с греческого как «склад»?,Аптека
848,Что такое эвфемизм?,Воздержание от неподобающих слов
849,Какое прозвище было у Ивана IV?,Грозный
850,Какое из этих зданий было построено раньше других?,Храм Василия Блаженного
851,Какие из этих ниток и нитей - металлические?,Канитель
852,Какое животное в индуизме считается священным?,Корова
853,"Как автомобилисты называют конструкцию из труб и стержней, которая крепится перед бампером внедорожников?",Кенгурятник
854,На флаге какого из этих государств отсутствует жёлтый цвет?,Эстония
855,"Какого цвета скатерть на картине ""Тайная вечеря"" Да Винчи?",Белая
856,К какой величине ближе скорость звука в воздухе?,330 м/сек
857,Что разрушали луддиты?,Машины
858,Какой древнегреческий бог олицетворял западный ветер?,Зефир
859,"С какими животными сражался на арене главный герой фильма 2000 г. ""Гладиатор""?",Тигры
860,Как в древности на Руси называли Каспийское море?,Хвалынское
861,Чем в геральдике лев отличается от леопарда?,Поворотом головы
862,Из за какого слова поссорились Иван Иванович и Иван Никифорович?,Гусак
863,Какая планета при наблюдении с Земли самая яркая?,Венера
864,Как звали героя романа английского писателя Сэмюэла Ричардсона «Кларисса»?,Ловелас
865,Какое созвездие изображено на флаге штата Аляска?,Большая Медведица
866,Какая из этих лесных ягод считается несъедобной?,Воронец
867,"Какая группа записала музыкальный альбом ""Актриса Весна""?","""ДДТ"""
868,Кто автор текста песни «Миллион алых роз»?,Вознесенский
869,Какой подводной лодкой командовал в одной из своих ролей актёр Пётр Вельяминов?,"""Счастливая Щука"""
870,Какую реку древние греки называли Танаис?,Дон
871,Кто был первым лауреатом Нобелевской премии по физике?,Рентген
872,Какая из этих муз - покровительница лирической поэзии и музыки?,Эвтерпа
873,Кто из перечисленных не надзирал за строительством бастионов Петропавловской крепости?,Ф.Я.Лефорт
874,Что усовершенствовал в середине XIX века Элиша Грейвс Отис?,лифт
875,Какой прибор пришёл на смену стетоскопу?,Фонендоскоп
876,В каком году родился известный французский писатель Жюль Верн?,1828
877,Какие предприятия составляли основу промышленной империи Саввы Морозова?,Текстильные фабрики
878,"Какой роман Достоевского экранизировал в 1951 году Акира Куросава, перенеся его действие в послевоенную Японию?",«Идиот»
879,Какое максимальное число игроков может одновременно находиться на льду во время хоккейного матча?,12
880,"Какую игру придумали студенты Кембриджа, исп. коробки для сигар и пробки от шампанского?",Настольный теннис
881,К какой их этих королевских династий в Англии принадлежал Генрих VIII?,Тюдоры
882,Как называется на юге Франции низкорослые вечнозелёные заросли кустарников или полукустарников?,Гарига
883,Какого из этих святых обычно изображают с ключами от Рая?,Св. Пётр
884,Какую из этих пьес написал не Е. Л. Шварц?,"""Двенадцать месяцев"""
885,Как называется хвостовая стойка шасси самолета По-2?,Костыль
886,"Кто написал книгу ""Иудейская война""?",Иосив Флавий
887,Какое государство Европы официально именуется Великим Герцогством?,Люксембург
888,Что такое морион?,Черный кварц
889,"Что остановится, если в пассажирском вагоне дёрнуть стоп-кран?",Поезд
890,При какой императрице произошло Пугачевское восстание?,Екатерина II
891,Какое из произведений написал Л. Фейхтвангер?,Еврей Зюсс
892,"Как называется сходство по духу, образу мыслей, художественной манере и т.п.?",Конгениальность
893,Какой из этих кинофильмов снял режиссёр Федерико Феллини?,"""Джинджер и Фред"""
894,"Кем был сформулирован закон, что действию всегда есть равное противодействие?",Ньютоном
895,Как называют брата жены?,Шурин
896,Как называется кислота химическая формула которой HF?,Плавиковая
897,Кто впервые произвел удачную пересадку человеческого сердца?,К.Барнард
898,Какой из этих придворных чинов в России был ниже остальных трех до 1844 г.?,Обер-церемониймейстер
899,"Какая кличка была у собаки, принадлежавшей актеру В.Качалову, которой С.Есенин посвятил поэтические строчки?",Джим
900,Какой из этиx xищников относится к вымершим видам?,Саблезубый тигр
901,Какой язык относится к западно-славянской группе?,Польский
902,Представители какой профессии в средние века успешно заменяли врачей?,Цирюльники
903,Из какого восточного единоборства родилось современное дзюдо?,Джиу-джитсу
904,"Когда, с точностью до десятилетия, был изобретен дизельный двигатель?",1891-1900
905,Какой орех напомнил средневековым португальским морякам гримасничающую мордочку?,кешью
906,С какой из этих птиц фазана связывает биологическое родство?,Курица
907,На каких официальных турнирах матч между теннисистками идет до трех побед (т.е. может состоять из 5-ти сетов)?,Ни на каких
908,"Сумма очков на бильярдных шарах 130 (1=11). До скольких очков продолжается партия в ""русскую пирамиду""?",71
909,"Русский землепроxодец, изучавший Камчатку в 1697- 1699 годаx и давший ее подробное описание.",В.В. Атласов
910,Кто в работе использует нить под названием кетгут?,Хирурги
911,На какой реке стоит город Якутск?,Лена
912,"Какое воинское звание происходит от слова ""большой""?",Майор
913,"Из какого произведения взяты строки «Бойцы поминают минувшие дни и битвы, где вместе рубились они»?",«Песнь о вещем Олеге»
914,Какое из этих слов одновременно является названием легкой хлопчатобумажной ткани?,Майя
915,В какой стране воевали между собой в 15 веке Алая и Белая Розы?,Англия
916,Какой город был построен на семи холмах?,Рим
917,В какой игре из международных соревнований присуждается звание гроссмейстера?,Бридж
918,Каких преступников Данте поместил в девятый круг ада?,предателей
919,"У кого из этих известных людей, вторая часть фамилии является псевдонимом?",Салтыков-Щедрин
920,Как называется страх игл и уколов?,Трипанофобия
921,Как называются японские комиксы?,манга
922,Какая наименьшая величина остаточной высоты рисунка протектора допускается при эксплуатации мотоцикла?,"0,8 мм"
923,"Какой персонаж Шекспира произнес ""Не действует по принужденью милость""",Порция
